id;provincia;ingreso;zona;obra_social;edad;jubilado;bancarizado;negativo;casado;hijos;sexo;auto
736;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;49;NO;SI;NO;NO;NO;M;SI
737;BUENOS_AIRES;10M-20M;INTERIOR;otros;46;NO;SI;NO;NO;SI;M;NO
738;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;35;NO;SI;NO;NO;NO;M;NO
739;MENDOZA;20M-30M;INTERIOR;otros;42;NO;SI;NO;SI;SI;F;NO
740;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400909;34;NO;NO;NO;NO;NO;F;NO
741;BUENOS_AIRES;10M-20M;INTERIOR;500807;54;SI;SI;NO;SI;NO;M;SI
742;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;53;NO;NO;NO;NO;NO;F;SI
743;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;49;NO;SI;NO;NO;NO;M;NO
744;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;29;NO;NO;NO;NO;NO;F;NO
745;CORDOBA;10M-20M;INTERIOR;126205;58;NO;SI;NO;NO;NO;M;SI
746;SANTA_FE;10M-20M;INTERIOR;otros;47;NO;NO;NO;SI;SI;M;NO
747;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;52;NO;SI;NO;NO;SI;M;SI
748;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;54;NO;NO;NO;SI;SI;M;SI
749;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;40;NO;SI;NO;NO;SI;M;SI
750;BUENOS_AIRES;20M-30M;INTERIOR;otros;41;NO;NO;NO;NO;NO;M;NO
751;ENTRE_RIOS;10M-20M;INTERIOR;otros;33;NO;NO;NO;NO;NO;F;NO
752;BUENOS_AIRES;30M-50M;INTERIOR;400800;28;NO;SI;NO;NO;NO;M;NO
753;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;47;NO;SI;NO;NO;NO;F;SI
754;SANTA_FE;20M-30M;INTERIOR;otros;36;NO;SI;NO;NO;NO;F;SI
755;SALTA;20M-30M;INTERIOR;otros;46;NO;SI;NO;SI;SI;M;SI
756;BUENOS_AIRES;0M-10M;ZONA_NORTE;otros;31;NO;NO;NO;NO;NO;M;NO
757;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;50;NO;NO;NO;NO;NO;M;NO
758;BUENOS_AIRES;10M-20M;INTERIOR;500807;62;SI;SI;NO;NO;NO;M;SI
759;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;50;NO;NO;NO;SI;NO;M;SI
760;SALTA;20M-30M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
761;BUENOS_AIRES;0M-10M;INTERIOR;otros;46;NO;SI;NO;SI;SI;M;SI
762;BUENOS_AIRES;30M-50M;ZONA_OESTE;400909;52;NO;SI;NO;NO;SI;M;SI
763;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;48;NO;SI;NO;NO;NO;M;SI
764;BUENOS_AIRES;10M-20M;ZONA_NORTE;126205;48;NO;SI;NO;NO;NO;M;SI
765;BUENOS_AIRES;10M-20M;ZONA_SUR;126205;61;NO;SI;NO;SI;SI;M;SI
766;CORDOBA;10M-20M;INTERIOR;otros;37;NO;NO;NO;NO;NO;M;NO
767;CORDOBA;10M-20M;INTERIOR;otros;38;NO;NO;NO;NO;NO;M;SI
768;SANTIAGO_DEL_ESTERO;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
769;CORDOBA;30M-50M;INTERIOR;otros;50;NO;SI;NO;NO;SI;M;SI
770;SANTA_FE;30M-50M;INTERIOR;otros;65;NO;SI;NO;SI;NO;M;SI
771;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;otros;62;NO;SI;NO;NO;NO;M;SI
772;SANTA_FE;50M+;INTERIOR;otros;47;NO;SI;NO;SI;SI;M;SI
773;SALTA;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
774;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;36;NO;SI;NO;NO;NO;M;SI
775;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;otros;52;NO;SI;NO;NO;NO;M;SI
776;CORDOBA;20M-30M;INTERIOR;otros;55;NO;NO;NO;NO;NO;M;NO
777;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;400909;30;NO;NO;NO;NO;NO;M;NO
778;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;72;NO;SI;NO;NO;NO;F;SI
779;BUENOS_AIRES;50M+;INTERIOR;otros;41;NO;SI;NO;SI;SI;M;SI
780;TIERRA_DEL_FUEGO;50M+;INTERIOR;otros;50;NO;SI;NO;SI;SI;M;SI
781;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;36;NO;NO;NO;SI;SI;M;NO
782;BUENOS_AIRES;10M-20M;ZONA_NORTE;400800;34;NO;SI;NO;NO;NO;M;SI
783;CORDOBA;10M-20M;INTERIOR;otros;35;NO;SI;SI;NO;NO;F;SI
784;SALTA;10M-20M;INTERIOR;otros;58;NO;SI;NO;NO;NO;M;NO
785;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;45;NO;SI;NO;NO;SI;F;SI
786;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;59;NO;SI;NO;NO;SI;M;SI
787;TUCUMAN;0M-10M;INTERIOR;otros;36;NO;SI;NO;NO;SI;F;NO
788;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;41;NO;SI;NO;SI;SI;M;SI
789;BUENOS_AIRES;50M+;ZONA_SUR;otros;39;NO;SI;NO;NO;NO;M;SI
790;LA_RIOJA;30M-50M;INTERIOR;400800;49;NO;NO;NO;NO;NO;M;NO
791;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;49;NO;SI;NO;NO;NO;F;NO
792;BUENOS_AIRES;0M-10M;INTERIOR;126205;67;NO;NO;NO;NO;NO;M;NO
793;MENDOZA;0M-10M;INTERIOR;otros;36;NO;SI;NO;NO;NO;F;SI
794;BUENOS_AIRES;50M+;ZONA_SUR;400800;56;NO;SI;NO;NO;NO;M;SI
795;BUENOS_AIRES;30M-50M;ZONA_OESTE;otros;47;NO;NO;SI;NO;NO;F;SI
796;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;36;NO;SI;NO;NO;NO;M;SI
797;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;51;NO;SI;NO;NO;NO;M;SI
798;CORDOBA;20M-30M;INTERIOR;otros;33;NO;SI;NO;NO;NO;M;SI
799;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;54;NO;SI;NO;NO;SI;F;SI
800;MENDOZA;10M-20M;INTERIOR;otros;37;NO;SI;NO;NO;SI;F;SI
801;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;66;NO;SI;NO;SI;NO;M;SI
802;BUENOS_AIRES;30M-50M;INTERIOR;otros;61;NO;NO;NO;SI;NO;M;SI
803;BUENOS_AIRES;10M-20M;INTERIOR;otros;47;NO;SI;SI;NO;SI;F;NO
804;SANTA_FE;10M-20M;INTERIOR;otros;52;NO;SI;NO;NO;NO;F;SI
805;SANTA_CRUZ;20M-30M;INTERIOR;126205;31;NO;NO;NO;NO;NO;M;SI
806;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;35;NO;NO;NO;NO;NO;M;SI
807;CORDOBA;10M-20M;INTERIOR;126205;48;NO;SI;NO;NO;SI;M;NO
808;SANTA_FE;20M-30M;INTERIOR;106302;52;NO;NO;NO;NO;NO;M;NO
809;BUENOS_AIRES;10M-20M;INTERIOR;otros;57;NO;SI;NO;NO;SI;M;NO
810;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400800;39;NO;SI;NO;NO;NO;F;SI
811;BUENOS_AIRES;10M-20M;ZONA_OESTE;126205;57;NO;SI;NO;NO;NO;F;NO
812;BUENOS_AIRES;0M-10M;ZONA_OESTE;otros;50;NO;NO;NO;NO;NO;M;SI
813;BUENOS_AIRES;10M-20M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;NO
814;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;43;NO;SI;SI;NO;NO;F;NO
815;ENTRE_RIOS;10M-20M;INTERIOR;106302;45;NO;NO;NO;NO;NO;F;NO
816;CORDOBA;30M-50M;INTERIOR;otros;54;NO;SI;NO;NO;SI;M;SI
817;CORDOBA;20M-30M;INTERIOR;otros;57;NO;SI;NO;NO;NO;M;SI
818;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;55;NO;SI;NO;SI;NO;F;SI
819;SANTA_FE;10M-20M;INTERIOR;otros;39;NO;SI;NO;NO;NO;F;SI
820;BUENOS_AIRES;10M-20M;ZONA_SUR;126205;53;NO;NO;SI;SI;SI;M;NO
821;BUENOS_AIRES;0M-10M;INTERIOR;500807;65;SI;NO;SI;NO;NO;F;NO
822;SALTA;0M-10M;INTERIOR;106302;39;NO;NO;NO;NO;NO;F;NO
823;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;53;NO;SI;SI;SI;SI;M;NO
824;TUCUMAN;20M-30M;INTERIOR;126205;40;NO;SI;NO;NO;NO;M;SI
825;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;126205;72;SI;NO;NO;NO;NO;M;SI
826;JUJUY;0M-10M;INTERIOR;106302;42;NO;SI;NO;NO;NO;M;NO
827;MISIONES;0M-10M;INTERIOR;otros;71;SI;NO;NO;NO;NO;F;NO
828;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;36;NO;NO;NO;NO;NO;M;SI
829;BUENOS_AIRES;50M+;ZONA_SUR;otros;61;SI;SI;NO;NO;NO;F;SI
830;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;56;NO;NO;NO;NO;NO;M;SI
831;BUENOS_AIRES;10M-20M;INTERIOR;otros;29;NO;SI;NO;NO;NO;M;SI
832;CORDOBA;50M+;INTERIOR;400909;44;NO;SI;NO;NO;NO;M;SI
833;SANTA_FE;0M-10M;INTERIOR;106302;37;NO;SI;NO;NO;NO;F;SI
834;BUENOS_AIRES;10M-20M;INTERIOR;otros;53;NO;NO;NO;SI;SI;M;NO
835;BUENOS_AIRES;0M-10M;INTERIOR;406;43;NO;SI;NO;NO;NO;F;NO
836;BUENOS_AIRES;10M-20M;INTERIOR;otros;33;NO;SI;NO;NO;NO;F;SI
837;BUENOS_AIRES;50M+;ZONA_NORTE;400800;46;NO;SI;NO;NO;SI;F;NO
838;LA_PAMPA;10M-20M;INTERIOR;126205;38;NO;SI;NO;NO;NO;M;NO
839;BUENOS_AIRES;0M-10M;INTERIOR;otros;53;NO;NO;NO;NO;NO;F;NO
840;CORRIENTES;0M-10M;INTERIOR;500807;85;SI;NO;NO;NO;NO;F;NO
841;CORDOBA;10M-20M;INTERIOR;otros;35;NO;SI;NO;SI;SI;M;NO
842;SANTA_FE;10M-20M;INTERIOR;otros;57;NO;SI;NO;NO;NO;F;SI
843;BUENOS_AIRES;50M+;ZONA_OESTE;400800;43;NO;SI;NO;NO;NO;F;SI
844;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;49;NO;NO;NO;NO;NO;M;NO
845;BUENOS_AIRES;10M-20M;INTERIOR;106302;47;NO;SI;SI;NO;NO;F;SI
846;BUENOS_AIRES;0M-10M;ZONA_NORTE;otros;52;NO;NO;NO;NO;NO;F;SI
847;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;45;NO;NO;SI;NO;SI;M;NO
848;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;58;NO;SI;NO;NO;NO;M;SI
849;BUENOS_AIRES;10M-20M;INTERIOR;otros;38;NO;SI;NO;NO;NO;F;SI
850;BUENOS_AIRES;50M+;ZONA_NORTE;otros;48;NO;SI;NO;NO;NO;M;SI
851;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;42;NO;SI;NO;NO;NO;F;SI
852;BUENOS_AIRES;50M+;ZONA_SUR;113809;47;NO;SI;NO;NO;NO;M;SI
853;BUENOS_AIRES;0M-10M;ZONA_OESTE;126205;56;NO;NO;SI;SI;SI;M;NO
854;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;62;NO;NO;NO;NO;NO;F;SI
855;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;48;NO;NO;NO;NO;NO;F;SI
856;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;26;NO;NO;NO;NO;NO;F;NO
857;CORDOBA;10M-20M;INTERIOR;113809;45;NO;NO;NO;NO;NO;F;SI
858;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;34;NO;SI;NO;NO;NO;M;SI
859;SALTA;10M-20M;INTERIOR;otros;33;NO;NO;NO;NO;NO;M;NO
860;BUENOS_AIRES;10M-20M;INTERIOR;otros;62;NO;SI;NO;NO;NO;M;NO
861;CHUBUT;30M-50M;INTERIOR;500807;64;SI;SI;NO;NO;NO;F;SI
862;BUENOS_AIRES;20M-30M;ZONA_SUR;otros;40;NO;NO;SI;NO;NO;F;NO
863;TUCUMAN;10M-20M;INTERIOR;126205;62;NO;SI;NO;SI;NO;M;SI
864;TUCUMAN;0M-10M;INTERIOR;otros;47;NO;SI;NO;NO;NO;F;NO
865;TUCUMAN;10M-20M;INTERIOR;otros;40;NO;SI;NO;NO;SI;M;SI
866;RIO_NEGRO;10M-20M;INTERIOR;otros;56;NO;SI;NO;NO;NO;M;SI
867;CORDOBA;0M-10M;INTERIOR;otros;35;NO;NO;NO;NO;NO;M;SI
868;TUCUMAN;0M-10M;INTERIOR;otros;39;NO;NO;NO;NO;NO;M;NO
869;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;61;NO;NO;NO;NO;NO;M;SI
870;JUJUY;20M-30M;INTERIOR;otros;37;NO;SI;NO;NO;NO;M;NO
871;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;62;NO;SI;NO;NO;NO;M;SI
872;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;33;NO;NO;NO;NO;NO;M;NO
873;BUENOS_AIRES;30M-50M;INTERIOR;otros;44;NO;SI;NO;SI;NO;M;SI
874;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;46;NO;NO;SI;NO;NO;F;NO
875;ENTRE_RIOS;20M-30M;INTERIOR;otros;31;NO;SI;NO;NO;NO;F;SI
876;SANTA_FE;10M-20M;INTERIOR;otros;52;NO;SI;NO;NO;SI;M;SI
877;TUCUMAN;10M-20M;INTERIOR;126205;45;NO;SI;NO;NO;SI;M;SI
878;SANTA_FE;30M-50M;INTERIOR;400800;55;NO;SI;SI;NO;NO;M;SI
879;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;40;NO;NO;SI;NO;NO;M;NO
880;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;34;NO;NO;SI;NO;NO;M;SI
881;CORDOBA;10M-20M;INTERIOR;otros;28;NO;SI;NO;NO;NO;M;SI
882;BUENOS_AIRES;50M+;ZONA_SUR;406;45;NO;SI;NO;NO;NO;F;SI
883;SANTIAGO_DEL_ESTERO;0M-10M;INTERIOR;otros;38;NO;NO;NO;NO;NO;M;SI
884;CORDOBA;30M-50M;INTERIOR;406;42;NO;SI;NO;NO;NO;M;SI
885;BUENOS_AIRES;10M-20M;INTERIOR;otros;36;NO;NO;NO;NO;NO;M;SI
886;SANTA_FE;50M+;INTERIOR;400800;36;NO;SI;NO;NO;NO;M;SI
887;BUENOS_AIRES;0M-10M;INTERIOR;500807;88;SI;NO;NO;NO;NO;F;NO
888;CORDOBA;20M-30M;INTERIOR;otros;35;NO;NO;SI;SI;NO;M;SI
889;BUENOS_AIRES;10M-20M;INTERIOR;otros;57;NO;NO;NO;NO;NO;F;SI
890;SANTA_FE;10M-20M;INTERIOR;106302;60;NO;SI;NO;NO;NO;M;SI
891;BUENOS_AIRES;10M-20M;INTERIOR;otros;52;NO;NO;NO;NO;NO;M;SI
892;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;44;NO;NO;NO;NO;NO;M;SI
893;CORDOBA;10M-20M;INTERIOR;otros;39;NO;NO;SI;NO;SI;F;SI
894;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;113809;42;NO;SI;NO;NO;NO;F;NO
895;BUENOS_AIRES;20M-30M;INTERIOR;otros;50;NO;NO;NO;NO;SI;F;SI
896;BUENOS_AIRES;30M-50M;ZONA_NORTE;otros;63;NO;SI;NO;NO;NO;M;SI
897;CORDOBA;10M-20M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;SI
898;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;42;NO;NO;NO;NO;NO;M;SI
899;SANTA_FE;20M-30M;INTERIOR;otros;32;NO;SI;SI;NO;SI;M;NO
900;CORDOBA;0M-10M;INTERIOR;otros;36;NO;SI;NO;NO;NO;M;SI
901;ENTRE_RIOS;30M-50M;INTERIOR;otros;58;NO;SI;NO;NO;NO;F;SI
902;BUENOS_AIRES;50M+;ZONA_NORTE;113809;58;NO;SI;NO;NO;SI;F;SI
903;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;48;NO;SI;NO;NO;NO;M;SI
904;BUENOS_AIRES;10M-20M;INTERIOR;500807;81;SI;NO;NO;SI;NO;M;SI
905;BUENOS_AIRES;10M-20M;ZONA_NORTE;126205;53;NO;NO;NO;NO;NO;M;SI
906;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;39;NO;SI;NO;NO;NO;F;NO
907;BUENOS_AIRES;0M-10M;ZONA_SUR;otros;53;NO;NO;NO;NO;NO;M;SI
908;SANTIAGO_DEL_ESTERO;0M-10M;INTERIOR;otros;38;NO;SI;NO;NO;NO;F;SI
909;SANTA_FE;0M-10M;INTERIOR;406;41;NO;SI;NO;NO;NO;F;SI
910;BUENOS_AIRES;30M-50M;ZONA_SUR;400800;37;NO;SI;NO;NO;NO;F;SI
911;BUENOS_AIRES;0M-10M;INTERIOR;otros;42;NO;NO;NO;NO;NO;F;SI
912;SANTA_FE;10M-20M;INTERIOR;otros;52;NO;SI;NO;NO;NO;M;SI
913;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;31;NO;SI;NO;NO;NO;F;NO
914;BUENOS_AIRES;0M-10M;INTERIOR;126205;48;NO;SI;NO;SI;SI;F;NO
915;SANTIAGO_DEL_ESTERO;20M-30M;INTERIOR;400800;38;NO;NO;NO;NO;NO;F;SI
916;SANTA_FE;20M-30M;INTERIOR;otros;61;NO;NO;NO;NO;NO;M;SI
917;BUENOS_AIRES;10M-20M;INTERIOR;500807;54;SI;SI;NO;NO;NO;M;SI
918;SALTA;20M-30M;INTERIOR;otros;44;NO;NO;NO;NO;NO;F;NO
919;JUJUY;10M-20M;INTERIOR;otros;35;NO;SI;NO;NO;NO;M;NO
920;ENTRE_RIOS;0M-10M;INTERIOR;126205;45;NO;SI;NO;NO;SI;F;SI
921;BUENOS_AIRES;50M+;INTERIOR;otros;56;NO;SI;NO;SI;NO;M;SI
922;BUENOS_AIRES;20M-30M;ZONA_NORTE;406;50;NO;NO;NO;NO;NO;F;NO
923;TIERRA_DEL_FUEGO;50M+;INTERIOR;otros;56;NO;SI;NO;NO;SI;M;SI
924;BUENOS_AIRES;20M-30M;INTERIOR;otros;35;NO;SI;NO;NO;NO;F;SI
925;BUENOS_AIRES;10M-20M;ZONA_NORTE;otros;51;NO;SI;NO;NO;NO;M;SI
926;BUENOS_AIRES;30M-50M;INTERIOR;126205;44;NO;SI;NO;NO;NO;F;NO
927;BUENOS_AIRES;10M-20M;INTERIOR;500807;66;SI;SI;NO;NO;NO;M;SI
928;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;35;NO;SI;NO;NO;NO;M;NO
929;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;400800;64;NO;SI;NO;NO;NO;M;SI
930;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;406;39;NO;SI;NO;NO;NO;M;SI
931;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;38;NO;NO;NO;NO;NO;M;SI
932;BUENOS_AIRES;30M-50M;ZONA_NORTE;406;40;NO;SI;NO;NO;NO;F;SI
933;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;45;NO;NO;NO;NO;NO;M;SI
934;BUENOS_AIRES;10M-20M;ZONA_OESTE;500807;60;SI;NO;NO;NO;NO;F;SI
935;CHUBUT;0M-10M;INTERIOR;otros;62;NO;NO;NO;NO;NO;F;NO
936;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;400909;46;NO;NO;NO;NO;NO;M;SI
937;BUENOS_AIRES;20M-30M;INTERIOR;otros;36;NO;SI;NO;NO;NO;M;SI
938;CAPITAL_FEDERAL;50M+;CAPITAL_FEDERAL;400800;37;NO;NO;NO;NO;NO;F;NO
939;BUENOS_AIRES;0M-10M;ZONA_OESTE;500807;77;SI;NO;NO;NO;NO;M;SI
940;BUENOS_AIRES;50M+;INTERIOR;otros;45;NO;SI;NO;NO;NO;M;SI
941;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;500807;54;SI;SI;NO;NO;NO;F;NO
942;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;otros;40;NO;SI;NO;NO;NO;F;SI
943;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;41;NO;SI;NO;NO;SI;M;SI
944;SAN_LUIS;0M-10M;INTERIOR;otros;49;NO;SI;NO;NO;NO;F;SI
945;CORDOBA;20M-30M;INTERIOR;otros;42;NO;SI;NO;NO;NO;M;SI
946;BUENOS_AIRES;20M-30M;ZONA_NORTE;otros;50;NO;SI;NO;NO;NO;M;SI
947;CAPITAL_FEDERAL;20M-30M;CAPITAL_FEDERAL;113809;79;NO;NO;NO;NO;NO;F;NO
948;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;otros;45;NO;SI;NO;NO;NO;F;NO
949;BUENOS_AIRES;0M-10M;ZONA_OESTE;otros;28;NO;NO;NO;NO;NO;M;SI
950;BUENOS_AIRES;30M-50M;INTERIOR;otros;50;NO;SI;SI;NO;NO;M;NO
951;SANTA_FE;20M-30M;INTERIOR;otros;50;NO;SI;NO;SI;SI;M;NO
952;CORDOBA;30M-50M;INTERIOR;400909;60;NO;SI;NO;NO;NO;F;SI
953;BUENOS_AIRES;20M-30M;INTERIOR;otros;50;NO;NO;NO;NO;NO;M;SI
954;BUENOS_AIRES;20M-30M;ZONA_OESTE;otros;47;NO;SI;SI;NO;SI;M;NO
955;SANTA_FE;20M-30M;INTERIOR;otros;62;NO;NO;NO;SI;NO;M;SI
956;BUENOS_AIRES;30M-50M;ZONA_SUR;otros;36;NO;NO;SI;NO;NO;F;NO
957;SANTA_FE;50M+;INTERIOR;otros;52;NO;SI;NO;NO;SI;M;SI
958;SANTA_FE;10M-20M;INTERIOR;500807;61;SI;SI;NO;NO;NO;F;NO
959;CHACO;10M-20M;INTERIOR;otros;40;NO;NO;SI;NO;SI;M;NO
960;SALTA;10M-20M;INTERIOR;otros;40;NO;SI;NO;NO;NO;M;SI
961;BUENOS_AIRES;10M-20M;INTERIOR;otros;37;NO;NO;NO;NO;NO;M;SI
962;BUENOS_AIRES;50M+;ZONA_NORTE;400800;44;NO;SI;NO;NO;NO;M;SI
963;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;45;NO;NO;NO;NO;NO;F;NO
964;BUENOS_AIRES;30M-50M;ZONA_SUR;400800;41;NO;SI;NO;NO;NO;M;NO
965;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;40;NO;SI;NO;NO;SI;F;SI
966;FORMOSA;0M-10M;INTERIOR;500807;73;SI;NO;NO;NO;NO;M;SI
967;SANTA_FE;30M-50M;INTERIOR;otros;61;NO;SI;NO;NO;NO;M;SI
968;BUENOS_AIRES;20M-30M;INTERIOR;400800;35;NO;NO;SI;NO;NO;M;NO
969;BUENOS_AIRES;50M+;INTERIOR;400800;46;NO;SI;NO;NO;NO;F;SI
970;TUCUMAN;20M-30M;INTERIOR;otros;41;NO;SI;NO;NO;NO;M;SI
971;BUENOS_AIRES;10M-20M;ZONA_OESTE;otros;43;NO;SI;SI;NO;SI;F;NO
972;BUENOS_AIRES;10M-20M;ZONA_SUR;otros;48;NO;SI;NO;NO;NO;M;SI
973;TIERRA_DEL_FUEGO;20M-30M;INTERIOR;400800;31;NO;NO;NO;NO;NO;M;NO
974;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;otros;41;NO;SI;NO;NO;NO;M;SI
975;CAPITAL_FEDERAL;30M-50M;CAPITAL_FEDERAL;otros;53;NO;SI;NO;NO;NO;F;NO
976;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;113809;59;NO;NO;NO;NO;NO;M;SI
977;SANTA_FE;0M-10M;INTERIOR;otros;75;SI;NO;NO;NO;NO;M;NO
978;RIO_NEGRO;10M-20M;INTERIOR;otros;48;NO;SI;NO;NO;SI;M;SI
979;BUENOS_AIRES;0M-10M;INTERIOR;otros;59;NO;SI;NO;NO;NO;M;SI
980;CAPITAL_FEDERAL;0M-10M;CAPITAL_FEDERAL;otros;53;NO;NO;NO;NO;NO;F;SI
981;CAPITAL_FEDERAL;10M-20M;CAPITAL_FEDERAL;400909;57;NO;SI;NO;NO;NO;F;NO
982;CATAMARCA;0M-10M;INTERIOR;otros;48;NO;SI;NO;SI;SI;M;NO
